city,date,temperature_2m_max,temperature_2m_min,precipitation_probability_max,wind_speed_10m_max,wind_gusts_10m_max,weather_code,lat,lng,risk_wind,risk_rain,risk_temp,risk_score_total
Casablanca,2026-09-19,26.5,19.4,0,11.5,32.4,45,33.5992,-7.62,0,0.0,0,0.0
Casablanca,2026-09-20,29.4,20.4,0,10.4,30.6,45,33.5992,-7.62,0,0.0,0,0.0
Casablanca,2026-09-21,29.0,20.9,0,10.6,31.7,45,33.5992,-7.62,0,0.0,0,0.0
Casablanca,2026-09-22,28.8,20.5,0,10.4,30.6,45,33.5992,-7.62,0,0.0,0,0.0
Casablanca,2026-09-23,28.0,18.9,0,10.2,29.9,45,33.5992,-7.62,0,0.0,0,0.0
Casablanca,2026-09-24,29.4,19.1,0,11.3,30.2,45,33.5992,-7.62,0,0.0,0,0.0
Casablanca,2026-09-25,26.5,20.0,0,12.0,33.1,45,33.5992,-7.62,0,0.0,0,0.0
Tangier,2026-09-19,27.6,22.9,0,31.0,74.2,2,35.7767,-5.8039,30,0.0,0,30.0
Tangier,2026-09-20,28.5,23.8,0,29.9,72.0,2,35.7767,-5.8039,30,0.0,0,30.0
Tangier,2026-09-21,28.8,22.8,0,27.9,65.9,1,35.7767,-5.8039,30,0.0,0,30.0
Tangier,2026-09-22,28.2,21.4,0,24.3,58.0,1,35.7767,-5.8039,15,0.0,0,15.0
Tangier,2026-09-23,28.8,20.9,0,22.1,51.8,1,35.7767,-5.8039,15,0.0,0,15.0
Tangier,2026-09-24,28.0,22.2,0,24.9,45.7,1,35.7767,-5.8039,15,0.0,0,15.0
Tangier,2026-09-25,24.8,18.3,0,10.1,20.9,45,35.7767,-5.8039,0,0.0,0,0.0
Fès,2026-09-19,33.8,21.2,5,17.8,46.1,2,34.0433,-5.0033,15,1.5,0,16.5
Fès,2026-09-20,35.2,21.7,0,14.5,38.5,2,34.0433,-5.0033,0,0.0,0,0.0
Fès,2026-09-21,34.2,21.9,0,12.7,33.8,1,34.0433,-5.0033,0,0.0,0,0.0
Fès,2026-09-22,33.2,20.5,0,12.0,32.0,0,34.0433,-5.0033,0,0.0,0,0.0
Fès,2026-09-23,34.8,18.9,0,8.4,22.7,0,34.0433,-5.0033,0,0.0,0,0.0
Fès,2026-09-24,36.0,21.8,0,13.7,33.5,2,34.0433,-5.0033,0,0.0,0,0.0
Fès,2026-09-25,33.5,20.0,0,16.3,40.3,3,34.0433,-5.0033,15,0.0,0,15.0
Marrakech,2026-09-19,36.6,20.6,23,11.4,30.2,3,31.6295,-7.9811,0,6.9,0,6.9
Marrakech,2026-09-20,37.2,22.9,48,12.5,43.6,3,31.6295,-7.9811,15,14.4,0,29.4
Marrakech,2026-09-21,37.4,22.7,3,14.7,40.0,3,31.6295,-7.9811,0,0.9,0,0.9
Marrakech,2026-09-22,36.9,20.5,1,13.3,36.4,2,31.6295,-7.9811,0,0.3,0,0.3
Marrakech,2026-09-23,36.7,19.0,0,12.6,34.6,0,31.6295,-7.9811,0,0.0,0,0.0
Marrakech,2026-09-24,37.1,18.5,0,16.6,28.4,1,31.6295,-7.9811,0,0.0,0,0.0
Marrakech,2026-09-25,34.5,21.7,3,17.9,30.6,3,31.6295,-7.9811,0,0.9,0,0.9
Sale,2026-09-19,28.7,17.0,0,12.6,32.8,2,34.05,-6.8167,0,0.0,0,0.0
Sale,2026-09-20,30.9,19.9,0,11.9,31.3,0,34.05,-6.8167,0,0.0,0,0.0
Sale,2026-09-21,30.4,20.7,0,11.5,31.0,1,34.05,-6.8167,0,0.0,0,0.0
Sale,2026-09-22,29.9,20.2,0,10.8,28.8,0,34.05,-6.8167,0,0.0,0,0.0
Sale,2026-09-23,28.6,18.2,0,11.4,29.2,0,34.05,-6.8167,0,0.0,0,0.0
Sale,2026-09-24,27.4,19.4,0,10.7,25.6,45,34.05,-6.8167,0,0.0,0,0.0
Sale,2026-09-25,25.7,20.3,0,11.5,27.7,45,34.05,-6.8167,0,0.0,0,0.0
Meknès,2026-09-19,33.9,18.9,0,12.6,34.6,2,33.8833,-5.55,0,0.0,0,0.0
Meknès,2026-09-20,35.3,20.4,0,11.7,35.3,1,33.8833,-5.55,0,0.0,0,0.0
Meknès,2026-09-21,34.7,20.2,0,12.9,32.4,0,33.8833,-5.55,0,0.0,0,0.0
Meknès,2026-09-22,33.4,19.6,0,12.3,31.3,0,33.8833,-5.55,0,0.0,0,0.0
Meknès,2026-09-23,34.0,17.2,0,13.1,33.8,0,33.8833,-5.55,0,0.0,0,0.0
Meknès,2026-09-24,34.9,19.8,0,15.1,35.3,2,33.8833,-5.55,0,0.0,0,0.0
Meknès,2026-09-25,32.1,18.8,3,17.3,39.2,3,33.8833,-5.55,0,0.9,0,0.9
Rabat,2026-09-19,28.8,17.1,0,12.6,32.8,2,34.0211,-6.8414,0,0.0,0,0.0
Rabat,2026-09-20,31.0,20.0,0,11.9,31.3,0,34.0211,-6.8414,0,0.0,0,0.0
Rabat,2026-09-21,30.4,20.8,0,11.5,31.0,1,34.0211,-6.8414,0,0.0,0,0.0
Rabat,2026-09-22,29.9,20.3,0,10.8,28.8,0,34.0211,-6.8414,0,0.0,0,0.0
Rabat,2026-09-23,28.6,18.2,0,11.4,29.2,0,34.0211,-6.8414,0,0.0,0,0.0
Rabat,2026-09-24,27.5,19.5,0,10.7,25.6,45,34.0211,-6.8414,0,0.0,0,0.0
Rabat,2026-09-25,25.7,20.4,0,11.5,27.7,45,34.0211,-6.8414,0,0.0,0,0.0
Agadir,2026-09-19,26.4,21.0,0,13.4,38.5,3,30.4214,-9.5831,0,0.0,0,0.0
Agadir,2026-09-20,27.8,20.3,0,12.2,36.7,45,30.4214,-9.5831,0,0.0,0,0.0
Agadir,2026-09-21,34.8,22.3,0,9.5,28.4,3,30.4214,-9.5831,0,0.0,0,0.0
Agadir,2026-09-22,33.3,23.2,0,11.9,37.1,2,30.4214,-9.5831,0,0.0,0,0.0
Agadir,2026-09-23,32.9,22.3,0,10.5,31.7,2,30.4214,-9.5831,0,0.0,0,0.0
Agadir,2026-09-24,38.9,22.3,0,14.2,30.6,3,30.4214,-9.5831,0,0.0,0,0.0
Agadir,2026-09-25,31.0,20.8,0,14.0,28.1,45,30.4214,-9.5831,0,0.0,0,0.0
Kenitra,2026-09-19,33.3,17.4,0,15.0,40.0,1,34.25,-6.5833,0,0.0,0,0.0
Kenitra,2026-09-20,36.0,19.6,0,13.2,37.1,0,34.25,-6.5833,0,0.0,0,0.0
Kenitra,2026-09-21,34.3,20.6,0,14.0,37.1,1,34.25,-6.5833,0,0.0,0,0.0
Kenitra,2026-09-22,33.1,20.5,0,12.5,34.9,0,34.25,-6.5833,0,0.0,0,0.0
Kenitra,2026-09-23,31.3,17.9,0,12.0,30.6,0,34.25,-6.5833,0,0.0,0,0.0
Kenitra,2026-09-24,28.1,18.6,0,10.9,26.3,45,34.25,-6.5833,0,0.0,0,0.0
Kenitra,2026-09-25,25.9,20.1,0,10.7,26.3,45,34.25,-6.5833,0,0.0,0,0.0
Oujda-Angad,2026-09-19,29.8,19.3,58,16.3,37.4,81,34.6867,-1.9114,0,17.4,0,17.4
Oujda-Angad,2026-09-20,29.4,18.6,18,19.1,40.7,80,34.6867,-1.9114,15,5.4,0,20.4
Oujda-Angad,2026-09-21,26.5,18.1,3,18.2,38.2,45,34.6867,-1.9114,0,0.9,0,0.9
Oujda-Angad,2026-09-22,28.2,14.8,0,15.3,35.6,45,34.6867,-1.9114,0,0.0,0,0.0
Oujda-Angad,2026-09-23,30.1,15.3,0,18.4,38.9,2,34.6867,-1.9114,0,0.0,0,0.0
Oujda-Angad,2026-09-24,34.6,18.8,0,11.9,34.2,1,34.6867,-1.9114,0,0.0,0,0.0
Oujda-Angad,2026-09-25,34.3,21.3,0,22.8,41.0,3,34.6867,-1.9114,15,0.0,0,15.0
Tétouan,2026-09-19,25.7,22.5,0,30.2,70.6,2,35.5667,-5.3667,30,0.0,0,30.0
Tétouan,2026-09-20,26.1,23.3,0,27.6,64.4,3,35.5667,-5.3667,30,0.0,0,30.0
Tétouan,2026-09-21,27.3,22.6,0,27.2,65.2,2,35.5667,-5.3667,30,0.0,0,30.0
Tétouan,2026-09-22,26.7,21.2,0,17.7,46.4,2,35.5667,-5.3667,15,0.0,0,15.0
Tétouan,2026-09-23,26.5,20.3,0,17.1,44.6,2,35.5667,-5.3667,15,0.0,0,15.0
Tétouan,2026-09-24,27.2,21.3,0,16.5,40.0,45,35.5667,-5.3667,0,0.0,0,0.0
Tétouan,2026-09-25,30.1,19.6,0,9.4,19.8,45,35.5667,-5.3667,0,0.0,0,0.0
Safi,2026-09-19,27.4,19.0,0,19.3,36.0,2,32.2833,-9.2333,0,0.0,0,0.0
Safi,2026-09-20,24.5,19.2,0,9.4,18.7,45,32.2833,-9.2333,0,0.0,0,0.0
Safi,2026-09-21,26.8,19.1,0,8.6,18.4,45,32.2833,-9.2333,0,0.0,0,0.0
Safi,2026-09-22,26.3,18.4,0,12.0,23.8,45,32.2833,-9.2333,0,0.0,0,0.0
Safi,2026-09-23,24.6,18.5,0,9.3,18.7,45,32.2833,-9.2333,0,0.0,0,0.0
Safi,2026-09-24,26.9,18.2,0,12.7,25.6,45,32.2833,-9.2333,0,0.0,0,0.0
Safi,2026-09-25,26.7,19.8,0,14.5,29.9,3,32.2833,-9.2333,0,0.0,0,0.0
Taourirt,2026-09-19,31.6,20.0,25,29.9,52.6,80,34.41,-2.89,15,7.5,0,22.5
Taourirt,2026-09-20,31.1,21.0,0,30.9,51.5,45,34.41,-2.89,15,0.0,0,15.0
Taourirt,2026-09-21,28.7,20.3,0,27.1,46.1,3,34.41,-2.89,15,0.0,0,15.0
Taourirt,2026-09-22,29.8,17.1,0,23.8,42.5,2,34.41,-2.89,15,0.0,0,15.0
Taourirt,2026-09-23,31.7,17.9,0,24.1,43.2,0,34.41,-2.89,15,0.0,0,15.0
Taourirt,2026-09-24,34.1,18.8,0,16.3,36.4,0,34.41,-2.89,0,0.0,0,0.0
Taourirt,2026-09-25,35.2,20.4,0,16.3,41.0,3,34.41,-2.89,15,0.0,0,15.0
Temara,2026-09-19,28.6,16.7,0,12.5,33.8,2,33.9234,-6.9076,0,0.0,0,0.0
Temara,2026-09-20,30.7,19.4,0,11.1,31.0,1,33.9234,-6.9076,0,0.0,0,0.0
Temara,2026-09-21,30.5,20.5,0,11.1,31.3,1,33.9234,-6.9076,0,0.0,0,0.0
Temara,2026-09-22,29.9,20.3,0,10.7,28.8,0,33.9234,-6.9076,0,0.0,0,0.0
Temara,2026-09-23,28.5,18.1,0,11.0,29.9,0,33.9234,-6.9076,0,0.0,0,0.0
Temara,2026-09-24,25.1,19.4,0,10.7,22.7,45,33.9234,-6.9076,0,0.0,0,0.0
Temara,2026-09-25,24.1,19.9,0,12.0,25.6,45,33.9234,-6.9076,0,0.0,0,0.0
Laâyoune,2026-09-19,28.8,18.1,0,22.5,45.4,3,27.15,-13.2,15,0.0,0,15.0
Laâyoune,2026-09-20,33.3,18.5,0,21.6,42.8,3,27.15,-13.2,15,0.0,0,15.0
Laâyoune,2026-09-21,37.5,20.6,0,23.2,45.4,0,27.15,-13.2,15,0.0,0,15.0
Laâyoune,2026-09-22,36.2,20.7,2,24.9,47.5,1,27.15,-13.2,15,0.6,0,15.6
Laâyoune,2026-09-23,42.3,21.6,0,26.8,52.6,0,27.15,-13.2,15,0.0,20,35.0
Laâyoune,2026-09-24,41.5,25.7,2,25.0,56.9,1,27.15,-13.2,15,0.6,20,35.6
Laâyoune,2026-09-25,37.9,22.7,1,23.0,49.3,1,27.15,-13.2,15,0.3,0,15.3
El Jadid,2026-09-19,25.4,20.1,0,16.2,29.9,2,33.2566,-8.5025,0,0.0,0,0.0
El Jadid,2026-09-20,27.5,20.3,0,13.2,24.5,45,33.2566,-8.5025,0,0.0,0,0.0
El Jadid,2026-09-21,26.8,20.9,0,13.0,23.8,45,33.2566,-8.5025,0,0.0,0,0.0
El Jadid,2026-09-22,25.3,20.4,0,12.3,23.0,45,33.2566,-8.5025,0,0.0,0,0.0
El Jadid,2026-09-23,26.2,20.8,0,12.5,23.4,45,33.2566,-8.5025,0,0.0,0,0.0
El Jadid,2026-09-24,27.1,20.0,0,12.4,25.2,45,33.2566,-8.5025,0,0.0,0,0.0
El Jadid,2026-09-25,25.3,20.1,0,11.5,24.8,3,33.2566,-8.5025,0,0.0,0,0.0
Ait Melloul,2026-09-19,25.9,20.0,0,20.3,40.3,2,30.3342,-9.4972,15,0.0,0,15.0
Ait Melloul,2026-09-20,26.5,19.8,0,18.4,37.4,2,30.3342,-9.4972,0,0.0,0,0.0
Ait Melloul,2026-09-21,35.3,21.3,0,14.9,31.0,3,30.3342,-9.4972,0,0.0,0,0.0
Ait Melloul,2026-09-22,35.4,21.5,0,19.6,38.5,2,30.3342,-9.4972,0,0.0,0,0.0
Ait Melloul,2026-09-23,32.6,20.4,0,15.1,33.5,0,30.3342,-9.4972,0,0.0,0,0.0
Ait Melloul,2026-09-24,39.1,22.0,0,14.2,30.6,3,30.3342,-9.4972,0,0.0,0,0.0
Ait Melloul,2026-09-25,31.2,21.1,0,14.0,28.1,45,30.3342,-9.4972,0,0.0,0,0.0
Béni Mellal,2026-09-19,35.0,22.7,5,16.5,40.7,3,32.3394,-6.3608,15,1.5,0,16.5
Béni Mellal,2026-09-20,36.1,24.3,8,20.2,49.3,3,32.3394,-6.3608,15,2.4,0,17.4
Béni Mellal,2026-09-21,34.6,24.0,0,15.0,40.7,3,32.3394,-6.3608,15,0.0,0,15.0
Béni Mellal,2026-09-22,34.4,23.7,0,17.0,34.9,1,32.3394,-6.3608,0,0.0,0,0.0
Béni Mellal,2026-09-23,34.9,22.4,0,15.4,32.8,0,32.3394,-6.3608,0,0.0,0,0.0
Béni Mellal,2026-09-24,36.0,24.8,3,17.4,32.8,1,32.3394,-6.3608,0,0.9,0,0.9
Béni Mellal,2026-09-25,33.7,24.1,7,10.8,25.2,3,32.3394,-6.3608,0,2.1,0,2.1
Bouskoura,2026-09-19,29.8,18.4,0,14.3,36.4,45,33.4489,-7.6486,0,0.0,0,0.0
Bouskoura,2026-09-20,33.5,20.3,0,14.9,37.4,45,33.4489,-7.6486,0,0.0,0,0.0
Bouskoura,2026-09-21,33.4,19.7,0,13.5,34.6,45,33.4489,-7.6486,0,0.0,0,0.0
Bouskoura,2026-09-22,33.1,19.4,0,14.6,36.0,45,33.4489,-7.6486,0,0.0,0,0.0
Bouskoura,2026-09-23,32.4,17.6,0,13.1,34.2,45,33.4489,-7.6486,0,0.0,0,0.0
Bouskoura,2026-09-24,28.6,18.3,0,11.3,30.2,45,33.4489,-7.6486,0,0.0,0,0.0
Bouskoura,2026-09-25,25.7,19.2,0,12.0,33.1,45,33.4489,-7.6486,0,0.0,0,0.0
Tiznit,2026-09-19,27.2,19.0,0,16.8,29.5,2,29.7,-9.7269,0,0.0,0,0.0
Tiznit,2026-09-20,29.8,19.8,0,11.5,20.5,45,29.7,-9.7269,0,0.0,0,0.0
Tiznit,2026-09-21,36.0,21.9,0,16.0,27.4,3,29.7,-9.7269,0,0.0,0,0.0
Tiznit,2026-09-22,36.2,24.6,0,17.6,29.5,3,29.7,-9.7269,0,0.0,0,0.0
Tiznit,2026-09-23,34.8,21.7,0,18.2,31.0,0,29.7,-9.7269,0,0.0,0,0.0
Tiznit,2026-09-24,32.7,19.4,0,15.8,26.3,3,29.7,-9.7269,0,0.0,0,0.0
Tiznit,2026-09-25,25.1,19.5,0,15.2,25.2,3,29.7,-9.7269,0,0.0,0,0.0
Mohammedia,2026-09-19,26.3,17.3,0,13.0,32.0,3,33.6833,-7.3833,0,0.0,0,0.0
Mohammedia,2026-09-20,28.4,19.3,0,11.8,29.5,1,33.6833,-7.3833,0,0.0,0,0.0
Mohammedia,2026-09-21,27.3,20.2,0,11.6,29.2,45,33.6833,-7.3833,0,0.0,0,0.0
Mohammedia,2026-09-22,27.9,20.0,0,12.0,30.2,45,33.6833,-7.3833,0,0.0,0,0.0
Mohammedia,2026-09-23,26.8,18.3,0,12.1,29.9,45,33.6833,-7.3833,0,0.0,0,0.0
Mohammedia,2026-09-24,31.3,18.0,0,14.7,28.1,45,33.6833,-7.3833,0,0.0,0,0.0
Mohammedia,2026-09-25,27.6,19.8,0,15.6,30.6,45,33.6833,-7.3833,0,0.0,0,0.0
Kouribga,2026-09-19,34.1,18.5,0,18.7,39.2,2,32.88,-6.9,0,0.0,0,0.0
Kouribga,2026-09-20,34.3,21.5,8,19.8,46.4,3,32.88,-6.9,15,2.4,0,17.4
Kouribga,2026-09-21,34.0,21.2,0,21.9,40.7,3,32.88,-6.9,15,0.0,0,15.0
Kouribga,2026-09-22,33.9,21.0,0,14.8,29.2,1,32.88,-6.9,0,0.0,0,0.0
Kouribga,2026-09-23,34.1,19.1,0,18.4,37.1,0,32.88,-6.9,0,0.0,0,0.0
Kouribga,2026-09-24,33.6,17.4,3,17.3,33.8,3,32.88,-6.9,0,0.9,0,0.9
Kouribga,2026-09-25,30.9,17.6,3,16.2,33.8,3,32.88,-6.9,0,0.9,0,0.9
Settat,2026-09-19,34.0,17.1,0,16.9,36.4,2,33.0023,-7.6198,0,0.0,0,0.0
Settat,2026-09-20,36.2,20.7,0,17.4,38.2,1,33.0023,-7.6198,0,0.0,0,0.0
Settat,2026-09-21,36.3,21.3,0,17.0,40.7,2,33.0023,-7.6198,15,0.0,0,15.0
Settat,2026-09-22,36.2,19.2,0,15.2,36.4,1,33.0023,-7.6198,0,0.0,0,0.0
Settat,2026-09-23,36.2,18.2,0,14.8,35.3,0,33.0023,-7.6198,0,0.0,0,0.0
Settat,2026-09-24,36.4,17.1,0,14.8,34.6,3,33.0023,-7.6198,0,0.0,0,0.0
Settat,2026-09-25,29.8,17.3,3,15.5,30.6,3,33.0023,-7.6198,0,0.9,0,0.9
Barrechid,2026-09-19,33.3,16.9,0,17.4,32.0,2,33.27,-7.5872,0,0.0,0,0.0
Barrechid,2026-09-20,36.1,18.9,0,19.5,35.6,2,33.27,-7.5872,0,0.0,0,0.0
Barrechid,2026-09-21,36.3,19.5,0,18.2,33.5,45,33.27,-7.5872,0,0.0,0,0.0
Barrechid,2026-09-22,35.8,18.5,0,18.4,33.8,1,33.27,-7.5872,0,0.0,0,0.0
Barrechid,2026-09-23,35.0,17.4,0,17.2,33.1,45,33.27,-7.5872,0,0.0,0,0.0
Barrechid,2026-09-24,34.3,17.1,0,19.1,34.9,45,33.27,-7.5872,0,0.0,0,0.0
Barrechid,2026-09-25,29.0,19.2,3,16.1,31.3,45,33.27,-7.5872,0,0.9,0,0.9
Ad Dakhla,2026-09-19,21.5,20.3,0,30.9,38.5,1,23.7167,-15.95,0,0.0,0,0.0
Ad Dakhla,2026-09-20,21.7,19.5,0,27.9,34.9,0,23.7167,-15.95,0,0.0,0,0.0
Ad Dakhla,2026-09-21,21.7,20.5,0,28.4,35.3,0,23.7167,-15.95,0,0.0,0,0.0
Ad Dakhla,2026-09-22,21.9,20.2,2,31.3,39.6,0,23.7167,-15.95,0,0.6,0,0.6
Ad Dakhla,2026-09-23,22.2,20.2,2,30.2,38.2,1,23.7167,-15.95,0,0.6,0,0.6
Ad Dakhla,2026-09-24,23.1,20.5,8,25.3,33.5,3,23.7167,-15.95,0,2.4,0,2.4
Ad Dakhla,2026-09-25,24.4,22.8,10,26.6,41.0,3,23.7167,-15.95,15,3.0,0,18.0
Nador,2026-09-19,25.4,22.8,3,21.5,47.9,80,35.1667,-2.9333,15,0.9,0,15.9
Nador,2026-09-20,26.1,23.4,15,22.6,46.8,80,35.1667,-2.9333,15,4.5,0,19.5
Nador,2026-09-21,26.2,22.9,0,16.8,36.7,2,35.1667,-2.9333,0,0.0,0,0.0
Nador,2026-09-22,25.7,20.5,0,13.0,29.2,2,35.1667,-2.9333,0,0.0,0,0.0
Nador,2026-09-23,25.8,21.5,0,13.1,30.2,2,35.1667,-2.9333,0,0.0,0,0.0
Nador,2026-09-24,28.1,20.0,0,17.8,32.0,45,35.1667,-2.9333,0,0.0,0,0.0
Nador,2026-09-25,28.7,18.5,0,14.8,27.7,3,35.1667,-2.9333,0,0.0,0,0.0
Taza,2026-09-19,29.1,19.3,0,28.5,59.4,3,34.2144,-4.0088,15,0.0,0,15.0
Taza,2026-09-20,30.1,20.2,0,20.2,42.1,3,34.2144,-4.0088,15,0.0,0,15.0
Taza,2026-09-21,28.5,20.3,0,20.7,41.8,3,34.2144,-4.0088,15,0.0,0,15.0
Taza,2026-09-22,29.3,16.8,0,18.5,37.8,1,34.2144,-4.0088,0,0.0,0,0.0
Taza,2026-09-23,31.5,18.1,0,15.5,32.8,0,34.2144,-4.0088,0,0.0,0,0.0
Taza,2026-09-24,33.9,18.4,0,9.5,19.1,0,34.2144,-4.0088,0,0.0,0,0.0
Taza,2026-09-25,33.6,19.2,0,21.7,40.0,3,34.2144,-4.0088,0,0.0,0,0.0
Inezgane,2026-09-19,24.6,19.8,0,14.8,41.0,45,30.3658,-9.5381,15,0.0,0,15.0
Inezgane,2026-09-20,25.6,19.4,0,13.8,37.8,45,30.3658,-9.5381,0,0.0,0,0.0
Inezgane,2026-09-21,31.9,20.8,0,10.0,27.4,3,30.3658,-9.5381,0,0.0,0,0.0
Inezgane,2026-09-22,31.0,20.6,0,14.0,38.2,2,30.3658,-9.5381,0,0.0,0,0.0
Inezgane,2026-09-23,30.1,20.2,0,10.7,29.5,0,30.3658,-9.5381,0,0.0,0,0.0
Inezgane,2026-09-24,39.2,21.6,0,14.2,30.6,3,30.3658,-9.5381,0,0.0,0,0.0
Inezgane,2026-09-25,31.3,21.1,0,14.0,28.1,45,30.3658,-9.5381,0,0.0,0,0.0
Larache,2026-09-19,34.4,18.3,0,20.2,36.4,1,35.1833,-6.15,0,0.0,0,0.0
Larache,2026-09-20,33.7,24.5,0,15.4,27.7,0,35.1833,-6.15,0,0.0,0,0.0
Larache,2026-09-21,32.5,22.5,0,14.8,27.4,2,35.1833,-6.15,0,0.0,0,0.0
Larache,2026-09-22,31.6,18.4,0,15.5,28.8,0,35.1833,-6.15,0,0.0,0,0.0
Larache,2026-09-23,31.8,17.9,0,17.2,32.0,0,35.1833,-6.15,0,0.0,0,0.0
Larache,2026-09-24,30.1,17.2,0,12.3,23.0,45,35.1833,-6.15,0,0.0,0,0.0
Larache,2026-09-25,26.6,18.5,0,12.6,23.4,45,35.1833,-6.15,0,0.0,0,0.0
Al Khmissat,2026-09-19,34.7,18.3,0,12.7,27.7,2,33.81,-6.06,0,0.0,0,0.0
Al Khmissat,2026-09-20,36.5,20.8,0,14.7,33.5,2,33.81,-6.06,0,0.0,0,0.0
Al Khmissat,2026-09-21,35.7,20.3,0,14.8,30.6,1,33.81,-6.06,0,0.0,0,0.0
Al Khmissat,2026-09-22,34.6,19.8,0,14.1,30.2,0,33.81,-6.06,0,0.0,0,0.0
Al Khmissat,2026-09-23,35.0,18.0,0,14.6,32.0,0,33.81,-6.06,0,0.0,0,0.0
Al Khmissat,2026-09-24,35.1,15.2,0,17.0,32.4,1,33.81,-6.06,0,0.0,0,0.0
Al Khmissat,2026-09-25,30.2,17.8,3,17.4,33.5,3,33.81,-6.06,0,0.9,0,0.9
Guelmim,2026-09-19,29.4,18.0,0,22.9,40.0,3,28.9833,-10.0667,0,0.0,0,0.0
Guelmim,2026-09-20,37.7,17.9,0,19.6,34.9,0,28.9833,-10.0667,0,0.0,0,0.0
Guelmim,2026-09-21,39.9,23.2,0,21.1,35.6,1,28.9833,-10.0667,0,0.0,0,0.0
Guelmim,2026-09-22,39.1,24.3,0,22.0,36.0,2,28.9833,-10.0667,0,0.0,0,0.0
Guelmim,2026-09-23,39.2,24.4,0,21.8,40.7,2,28.9833,-10.0667,15,0.0,0,15.0
Guelmim,2026-09-24,38.4,22.5,1,19.0,37.8,0,28.9833,-10.0667,0,0.3,0,0.3
Guelmim,2026-09-25,34.3,19.7,4,15.6,33.8,0,28.9833,-10.0667,0,1.2,0,1.2
Ksar El Kebir,2026-09-19,35.6,18.5,0,11.9,23.8,1,35.0,-5.9,0,0.0,0,0.0
Ksar El Kebir,2026-09-20,36.8,22.7,0,15.5,29.2,0,35.0,-5.9,0,0.0,0,0.0
Ksar El Kebir,2026-09-21,36.1,22.0,0,15.6,31.0,1,35.0,-5.9,0,0.0,0,0.0
Ksar El Kebir,2026-09-22,35.0,19.7,0,12.7,27.0,0,35.0,-5.9,0,0.0,0,0.0
Ksar El Kebir,2026-09-23,35.5,19.9,0,14.8,31.3,0,35.0,-5.9,0,0.0,0,0.0
Ksar El Kebir,2026-09-24,34.4,20.3,0,16.2,31.3,1,35.0,-5.9,0,0.0,0,0.0
Ksar El Kebir,2026-09-25,29.7,19.6,0,14.4,27.7,45,35.0,-5.9,0,0.0,0,0.0
Khénifra,2026-09-19,34.0,19.9,5,20.9,45.0,2,32.93,-5.66,15,1.5,0,16.5
Khénifra,2026-09-20,34.6,19.0,5,18.1,36.4,3,32.93,-5.66,0,1.5,0,1.5
Khénifra,2026-09-21,34.5,18.8,0,21.4,40.7,3,32.93,-5.66,15,0.0,0,15.0
Khénifra,2026-09-22,33.2,17.5,0,15.7,32.0,2,32.93,-5.66,0,0.0,0,0.0
Khénifra,2026-09-23,33.4,17.3,0,11.9,26.3,1,32.93,-5.66,0,0.0,0,0.0
Khénifra,2026-09-24,33.7,18.4,0,16.0,30.2,0,32.93,-5.66,0,0.0,0,0.0
Khénifra,2026-09-25,32.9,18.7,8,17.3,32.8,3,32.93,-5.66,0,2.4,0,2.4
Skhirate,2026-09-19,26.7,16.8,0,13.4,29.9,2,33.85,-7.03,0,0.0,0,0.0
Skhirate,2026-09-20,27.7,19.1,0,12.0,27.7,0,33.85,-7.03,0,0.0,0,0.0
Skhirate,2026-09-21,27.5,20.0,0,12.1,28.1,1,33.85,-7.03,0,0.0,0,0.0
Skhirate,2026-09-22,27.5,19.9,0,11.5,27.4,1,33.85,-7.03,0,0.0,0,0.0
Skhirate,2026-09-23,26.4,17.8,0,12.0,28.1,1,33.85,-7.03,0,0.0,0,0.0
Skhirate,2026-09-24,25.2,19.5,0,10.7,22.7,45,33.85,-7.03,0,0.0,0,0.0
Skhirate,2026-09-25,24.2,20.0,0,12.0,25.6,45,33.85,-7.03,0,0.0,0,0.0
Beni Yakhlef,2026-09-19,28.4,16.2,0,16.5,31.0,2,33.6555,-7.3221,0,0.0,0,0.0
Beni Yakhlef,2026-09-20,32.2,18.6,0,15.7,29.5,1,33.6555,-7.3221,0,0.0,0,0.0
Beni Yakhlef,2026-09-21,31.5,19.8,0,17.0,31.7,1,33.6555,-7.3221,0,0.0,0,0.0
Beni Yakhlef,2026-09-22,31.6,19.3,0,16.3,31.0,0,33.6555,-7.3221,0,0.0,0,0.0
Beni Yakhlef,2026-09-23,30.7,17.1,0,16.8,31.7,1,33.6555,-7.3221,0,0.0,0,0.0
Beni Yakhlef,2026-09-24,30.7,17.4,0,14.7,28.1,45,33.6555,-7.3221,0,0.0,0,0.0
Beni Yakhlef,2026-09-25,27.0,19.3,0,15.6,30.6,45,33.6555,-7.3221,0,0.0,0,0.0
Sidi Yahya Zaer,2026-09-19,32.1,17.0,0,16.4,33.5,2,33.7105,-6.8831,0,0.0,0,0.0
Sidi Yahya Zaer,2026-09-20,35.1,20.3,0,18.1,37.1,2,33.7105,-6.8831,0,0.0,0,0.0
Sidi Yahya Zaer,2026-09-21,34.4,20.4,0,17.1,34.6,1,33.7105,-6.8831,0,0.0,0,0.0
Sidi Yahya Zaer,2026-09-22,33.6,20.1,0,16.3,32.8,0,33.7105,-6.8831,0,0.0,0,0.0
Sidi Yahya Zaer,2026-09-23,33.5,16.9,0,16.5,34.2,0,33.7105,-6.8831,0,0.0,0,0.0
